series_id,series_name,all_names,trust,cik,ticker,all_tickers,first_year,last_year,leverage_parsed,leverage_note,reset,underlying,underlying_note,category,active_2026,has_ticker
S000022788,Direxion Daily MSCI Developed Markets Bull 3X Shares,Direxion Daily MSCI Developed Markets Bull 3X Shares,Direxion Shares ETF Trust,0001424958,DZK,DZK,2022,2022,3.0,number,daily,,unresolved,index_other,False,True
S000022789,Direxion Daily MSCI Emerging Markets Bull 3X ETF,Direxion Daily MSCI Emerging Markets Bull 3X Shares | Direxion Daily MSCI Emerging Markets Bull 3X ETF,Direxion Shares ETF Trust,0001424958,EDC,EDC,2022,2026,3.0,number,daily,,unresolved,index_other,True,True
S000022791,Direxion Daily FTSE China Bull 3X ETF,Direxion Daily FTSE China Bull 3X Shares | Direxion Daily FTSE China Bull 3X ETF,Direxion Shares ETF Trust,0001424958,YINN,YINN,2022,2026,3.0,number,daily,,unresolved,index_other,True,True
S000023809,Direxion Daily Technology Bull 3X ETF,Direxion Daily Technology Bull 3X Shares | Direxion Daily Technology Bull 3X ETF,Direxion Shares ETF Trust,0001424958,TECL,TECL,2022,2026,3.0,number,daily,,unresolved,index_other,True,True
S000024908,ProShares UltraPro QQQ,ProShares UltraPro QQQ,PROSHARES TRUST,0001174610,TQQQ,TQQQ,2022,2026,3.0,proshares ultrapro,daily,,unresolved,index_other,True,True
S000024918,ProShares UltraPro Dow30,ProShares UltraPro Dow30,PROSHARES TRUST,0001174610,UDOW,UDOW,2022,2026,3.0,proshares ultrapro,daily,,unresolved,index_other,True,True
S000024920,ProShares UltraPro MidCap400,ProShares UltraPro MidCap400,PROSHARES TRUST,0001174610,UMDD,UMDD,2022,2026,3.0,proshares ultrapro,daily,,unresolved,index_other,True,True
S000024921,ProShares UltraPro Russell2000,ProShares UltraPro Russell2000,PROSHARES TRUST,0001174610,URTY,URTY,2022,2026,3.0,proshares ultrapro,daily,,unresolved,index_other,True,True
S000027476,Direxion Daily Utilities Bull 3X ETF,Direxion Daily Utilities Bull 3X Shares | Direxion Daily Utilities Bull 3X ETF,Direxion Shares ETF Trust,0001424958,UTSL,UTSL,2022,2026,3.0,number,daily,,unresolved,index_other,True,True
S000027484,Direxion Daily Consumer Discretionary Bull 3X ETF,Direxion Daily Consumer Discretionary Bull 3X Shares | Direxion Daily Consumer Discretionary Bull 3X ETF,Direxion Shares ETF Trust,0001424958,WANT,WANT,2022,2026,3.0,number,daily,,unresolved,index_other,True,True
S000027485,Direxion Daily Consumer Staples Bull 3X Shares,Direxion Daily Consumer Staples Bull 3X Shares,Direxion Shares ETF Trust,0001424958,NEED,NEED,2022,2022,3.0,number,daily,,unresolved,index_other,False,True
S000027486,Direxion Daily Healthcare Bull 3X ETF,Direxion Daily Healthcare Bull 3X Shares | Direxion Daily Healthcare Bull 3X ETF,Direxion Shares ETF Trust,0001424958,CURE,CURE,2022,2026,3.0,number,daily,,unresolved,index_other,True,True
S000027487,Direxion Daily Retail Bull 3X ETF,Direxion Daily Retail Bull 3X Shares | Direxion Daily Retail Bull 3X ETF,Direxion Shares ETF Trust,0001424958,RETL,RETL,2022,2026,3.0,number,daily,,unresolved,index_other,True,True
S000027920,Direxion Daily Semiconductor Bull 3X ETF,Direxion Daily Semiconductor Bull 3X Shares | Direxion Daily Semiconductor Bull 3X ETF,Direxion Shares ETF Trust,0001424958,SOXL,SOXL,2022,2026,3.0,number,daily,,unresolved,index_other,True,True
S000029341,Direxion Daily Regional Banks Bull 3X ETF,Direxion Daily Regional Banks Bull 3X Shares | Direxion Daily Regional Banks Bull 3X ETF,Direxion Shares ETF Trust,0001424958,DPST,DPST,2022,2026,3.0,number,daily,,unresolved,index_other,True,True
S000029358,Direxion Daily MSCI South Korea Bull 3X ETF,Direxion Daily MSCI South Korea Bull 3X Shares | Direxion Daily MSCI South Korea Bull 3X ETF,Direxion Shares ETF Trust,0001424958,KORU,KORU,2022,2026,3.0,number,daily,,unresolved,index_other,True,True
S000037029,ProShares UltraPro Financial Select Sector,ProShares UltraPro Financial Select Sector,PROSHARES TRUST,0001174610,FINU,FINU,2022,2022,3.0,proshares ultrapro,daily,,unresolved,index_other,False,True
S000038647,Direxion Daily Dow 30 Bull 3X Shares,Direxion Daily Dow 30 Bull 3X Shares,Direxion Shares ETF Trust,0001424958,,,2022,2022,3.0,number,daily,,unresolved,index_other,False,False
S000038649,Direxion Daily FTSE Europe Bull 3X ETF,Direxion Daily FTSE Europe Bull 3X Shares | Direxion Daily FTSE Europe Bull 3X ETF,Direxion Shares ETF Trust,0001424958,EURL,EURL,2022,2026,3.0,number,daily,,unresolved,index_other,True,True
S000041172,Direxion Daily MSCI Japan Bull 3X Shares,Direxion Daily MSCI Japan Bull 3X Shares,Direxion Shares ETF Trust,0001424958,JPNL,JPNL,2022,2022,3.0,number,daily,,unresolved,index_other,False,True
S000049733,ProShares UltraPro Nasdaq Biotechnology,ProShares UltraPro Nasdaq Biotechnology,PROSHARES TRUST,0001174610,UBIO,UBIO,2022,2022,3.0,proshares ultrapro,daily,,unresolved,index_other,False,True
S000050532,Direxion Daily Pharmaceutical & Medical Bull 3X ETF,Direxion Daily Pharmaceutical & Medical Bull 3X Shares | Direxion Daily Pharmaceutical & Medical Bull 3X ETF,Direxion Shares ETF Trust,0001424958,PILL,PILL,2022,2026,3.0,number,daily,,unresolved,index_other,True,True
S000057169,Direxion Daily Transportation Bull 3X ETF,Direxion Daily Transportation Bull 3X Shares | Direxion Daily Transportation Bull 3X ETF,Direxion Shares ETF Trust,0001424958,TPOR,TPOR,2022,2026,3.0,number,daily,,unresolved,index_other,True,True
S000057171,Direxion Daily MSCI Canada Bull 3X Shares,Direxion Daily MSCI Canada Bull 3X Shares,Direxion Shares ETF Trust,0001424958,,,2022,2022,3.0,number,daily,,unresolved,index_other,False,False
S000057173,Direxion Daily MSCI Italy Bull 3X Shares,Direxion Daily MSCI Italy Bull 3X Shares,Direxion Shares ETF Trust,0001424958,,,2022,2022,3.0,number,daily,,unresolved,index_other,False,False
S000057175,Direxion Daily MSCI Mexico Bull 3X ETF,Direxion Daily MSCI Mexico Bull 3X Shares | Direxion Daily MSCI Mexico Bull 3X ETF,Direxion Shares ETF Trust,0001424958,MEXX,MEXX,2022,2026,3.0,number,daily,,unresolved,index_other,True,True
S000057185,Direxion Daily Aerospace & Defense Bull 3X ETF,Direxion Daily Aerospace & Defense Bull 3X Shares | Direxion Daily Aerospace & Defense Bull 3X ETF,Direxion Shares ETF Trust,0001424958,DFEN,DFEN,2022,2026,3.0,number,daily,,unresolved,index_other,True,True
S000057187,Direxion Daily Industrials Bull 3X ETF,Direxion Daily Industrials Bull 3X Shares | Direxion Daily Industrials Bull 3X ETF,Direxion Shares ETF Trust,0001424958,DUSL,DUSL,2022,2026,3.0,number,daily,,unresolved,index_other,True,True
S000062450,ProShares UltraPro Communication Services Select Sector,ProShares UltraPro Communication Services Select Sector,PROSHARES TRUST,0001174610,,,2022,2022,3.0,proshares ultrapro,daily,,unresolved,index_other,False,False
S000063411,Direxion Daily Communication Services Index Bull 3X Shares,Direxion Daily Communication Services Index Bull 3X Shares,Direxion Shares ETF Trust,0001424958,TAWK,TAWK,2022,2022,3.0,number,daily,,unresolved,index_other,False,True
S000066278,Direxion Daily MSCI Turkey Bull 3X Shares,Direxion Daily MSCI Turkey Bull 3X Shares,Direxion Shares ETF Trust,0001424958,,,2022,2022,3.0,number,daily,,unresolved,index_other,False,False
S000066281,Direxion Daily Dow Jones Internet Bull 3X ETF,Direxion Daily Dow Jones Internet Bull 3X Shares | Direxion Daily Dow Jones Internet Bull 3X ETF,Direxion Shares ETF Trust,0001424958,WEBL,WEBL,2022,2026,3.0,number,daily,,unresolved,index_other,True,True
S000095095,GraniteShares YieldBOOST Financials 3x Income ETF,GraniteShares YieldBOOST Financials 3x Income ETF,GraniteShares ETF Trust,0001689873,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000095100,GraniteShares YieldBOOST QQQ 3x Income ETF,GraniteShares YieldBOOST QQQ 3x Income ETF,GraniteShares ETF Trust,0001689873,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000095102,GraniteShares YieldBOOST Semiconductor 3x Income ETF,GraniteShares YieldBOOST Semiconductor 3x Income ETF,GraniteShares ETF Trust,0001689873,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000095103,GraniteShares YieldBOOST Small Cap 3x Income ETF,GraniteShares YieldBOOST Small Cap 3x Income ETF,GraniteShares ETF Trust,0001689873,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000095106,GraniteShares YieldBOOST Technology 3x Income ETF,GraniteShares YieldBOOST Technology 3x Income ETF,GraniteShares ETF Trust,0001689873,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000095110,GraniteShares YieldBOOST Biotech 3x Income ETF,GraniteShares YieldBOOST Biotech 3x Income ETF,GraniteShares ETF Trust,0001689873,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000095113,GraniteShares YieldBOOST China 3x Income ETF,GraniteShares YieldBOOST China 3x Income ETF,GraniteShares ETF Trust,0001689873,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000098722,ProShares Daily Target 3x Bitcoin,ProShares Daily Target 3x Bitcoin,PROSHARES TRUST,0001174610,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000098723,ProShares Daily Target 3x Ether,ProShares Daily Target 3x Ether,PROSHARES TRUST,0001174610,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000098724,ProShares Daily Target 3x Solana,ProShares Daily Target 3x Solana,PROSHARES TRUST,0001174610,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000098809,T-REX 3X Long Bitcoin Daily Target ETF,T-REX 3X Long Bitcoin Daily Target ETF,ETF Opportunities Trust,0001771146,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000098938,GraniteShares 3x Long Bitcoin Daily ETF,GraniteShares 3x Long Bitcoin Daily ETF,GraniteShares ETF Trust,0001689873,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000098939,GraniteShares 3x Long Ether Daily ETF,GraniteShares 3x Long Ether Daily ETF,GraniteShares ETF Trust,0001689873,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000098940,GraniteShares 3x Long Solana Daily ETF,GraniteShares 3x Long Solana Daily ETF,GraniteShares ETF Trust,0001689873,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000098990,ProShares Daily Target 3x Gold Miners,ProShares Daily Target 3x Gold Miners,PROSHARES TRUST,0001174610,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000098996,ProShares Daily Target 3x Junior Gold Miners,ProShares Daily Target 3x Junior Gold Miners,PROSHARES TRUST,0001174610,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000099710,Direxion Daily Bitcoin Bull 3X ETF,Direxion Daily Bitcoin Bull 3X ETF,Direxion Shares ETF Trust,0001424958,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000099711,Direxion Daily Energy Bull 3X ETF,Direxion Daily Energy Bull 3X ETF,Direxion Shares ETF Trust,0001424958,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000099712,Direxion Daily Ether Bull 3X ETF,Direxion Daily Ether Bull 3X ETF,Direxion Shares ETF Trust,0001424958,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000099713,Direxion Daily Gold Miners Bull 3X ETF,Direxion Daily Gold Miners Bull 3X ETF,Direxion Shares ETF Trust,0001424958,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000099714,Direxion Daily Junior Gold Miners Bull 3X ETF,Direxion Daily Junior Gold Miners Bull 3X ETF,Direxion Shares ETF Trust,0001424958,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000099716,Direxion Daily Oil & Gas Exp. & Prod. Bull 3X ETF,Direxion Daily Oil & Gas Exp. & Prod. Bull 3X ETF,Direxion Shares ETF Trust,0001424958,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000099718,Direxion Daily QQQE Bull 3X ETF,Direxion Daily QQQE Bull 3X ETF,Direxion Shares ETF Trust,0001424958,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000099865,3x Bitcoin ETF,3x Bitcoin ETF,Volatility Shares Trust,0001884021,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000099866,3x Ether ETF,3x Ether ETF,Volatility Shares Trust,0001884021,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000099867,3x Solana ETF,3x Solana ETF,Volatility Shares Trust,0001884021,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000099870,3x VIX ETF,3x VIX ETF,Volatility Shares Trust,0001884021,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000099903,ProShares Daily Target 3x AI Innovation and Technology,ProShares Daily Target 3x AI Innovation and Technology,PROSHARES TRUST,0001174610,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000099905,ProShares Daily Target 3x Oil & Gas Exploration & Production,ProShares Daily Target 3x Oil & Gas Exploration & Production,PROSHARES TRUST,0001174610,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000099906,ProShares Daily Target 3x QQQ Equal Weight,ProShares Daily Target 3x QQQ Equal Weight,PROSHARES TRUST,0001174610,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000099907,ProShares Daily Target 3x Semiconductors,ProShares Daily Target 3x Semiconductors,PROSHARES TRUST,0001174610,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000099908,ProShares Daily Target 3x Crude Oil,ProShares Daily Target 3x Crude Oil,PROSHARES TRUST,0001174610,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000099909,ProShares Daily Target 3x Natural Gas,ProShares Daily Target 3x Natural Gas,PROSHARES TRUST,0001174610,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000099910,ProShares Daily Target 3x Silver,ProShares Daily Target 3x Silver,PROSHARES TRUST,0001174610,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000099911,ProShares Daily Target 3x Gold,ProShares Daily Target 3x Gold,PROSHARES TRUST,0001174610,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000099912,ProShares Daily Target 3x Brazil,ProShares Daily Target 3x Brazil,PROSHARES TRUST,0001174610,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000099913,ProShares Daily Target 3x CSI 300 China A-Shares,ProShares Daily Target 3x CSI 300 China A-Shares,PROSHARES TRUST,0001174610,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000099914,ProShares Daily Target 3x CSI China Internet,ProShares Daily Target 3x CSI China Internet,PROSHARES TRUST,0001174610,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000099915,ProShares Daily Target 3x Energy,ProShares Daily Target 3x Energy,PROSHARES TRUST,0001174610,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000099916,ProShares Daily Target 3x India,ProShares Daily Target 3x India,PROSHARES TRUST,0001174610,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000099917,ProShares Daily Target 3x Machine Learning and Quantum Computing,ProShares Daily Target 3x Machine Learning and Quantum Computing,PROSHARES TRUST,0001174610,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000099919,ProShares Daily Target 3x Mega QQQ,ProShares Daily Target 3x Mega QQQ,PROSHARES TRUST,0001174610,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000100674,GraniteShares 3x Long Uranium and Nuclear Daily ETF,GraniteShares 3x Long Uranium and Nuclear Daily ETF,GraniteShares ETF Trust,0001689873,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000100675,GraniteShares 3x Long AI Semiconductor Daily ETF,GraniteShares 3x Long AI Semiconductor Daily ETF,GraniteShares ETF Trust,0001689873,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000100676,GraniteShares 3x Long AI and Robotics Daily ETF,GraniteShares 3x Long AI and Robotics Daily ETF,GraniteShares ETF Trust,0001689873,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000100677,GraniteShares 3x Long Cloud Computing Daily ETF,GraniteShares 3x Long Cloud Computing Daily ETF,GraniteShares ETF Trust,0001689873,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000100678,GraniteShares 3x Long Crypto Industry Daily ETF,GraniteShares 3x Long Crypto Industry Daily ETF,GraniteShares ETF Trust,0001689873,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000100679,GraniteShares 3x Long Cybersecurity Daily ETF,GraniteShares 3x Long Cybersecurity Daily ETF,GraniteShares ETF Trust,0001689873,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000100681,GraniteShares 3x Long Gold Miners Daily ETF,GraniteShares 3x Long Gold Miners Daily ETF,GraniteShares ETF Trust,0001689873,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000100682,GraniteShares 3x Long Quantum Computing Daily ETF,GraniteShares 3x Long Quantum Computing Daily ETF,GraniteShares ETF Trust,0001689873,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000101256,Leverage Shares 3X Target Long China Technology Daily ETF,Leverage Shares 3X Target Long China Technology Daily ETF,Themes ETF Trust,0001976322,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000101257,Leverage Shares 3X Target Long Equal Weight US 500 Daily ETF,Leverage Shares 3X Target Long Equal Weight US 500 Daily ETF,Themes ETF Trust,0001976322,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000101258,Leverage Shares 3X Target Long Gold Miners Daily ETF,Leverage Shares 3X Target Long Gold Miners Daily ETF,Themes ETF Trust,0001976322,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000101259,Leverage Shares 3X Target Long India Daily ETF,Leverage Shares 3X Target Long India Daily ETF,Themes ETF Trust,0001976322,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000101260,Leverage Shares 3X Target Long Magnificent 7 Daily ETF,Leverage Shares 3X Target Long Magnificent 7 Daily ETF,Themes ETF Trust,0001976322,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000101261,Leverage Shares 3X Target Long Quantum Computing Daily ETF,Leverage Shares 3X Target Long Quantum Computing Daily ETF,Themes ETF Trust,0001976322,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000101262,Leverage Shares 3X Target Long Uranium Daily ETF,Leverage Shares 3X Target Long Uranium Daily ETF,Themes ETF Trust,0001976322,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000103223,ProShares UltraPro Magnificent 7,ProShares UltraPro Magnificent 7,PROSHARES TRUST,0001174610,,,2026,2026,3.0,proshares ultrapro,daily,,unresolved,index_other,True,False
S000103224,ProShares UltraPro Gold Miners,ProShares UltraPro Gold Miners,PROSHARES TRUST,0001174610,,,2026,2026,3.0,proshares ultrapro,daily,,unresolved,index_other,True,False
S000103225,ProShares UltraPro Silver K-1 Free ETF,ProShares UltraPro Silver K-1 Free ETF,PROSHARES TRUST,0001174610,,,2026,2026,3.0,proshares ultrapro,daily,,unresolved,index_other,True,False
S000103226,ProShares UltraPro Gold K-1 Free ETF,ProShares UltraPro Gold K-1 Free ETF,PROSHARES TRUST,0001174610,,,2026,2026,3.0,proshares ultrapro,daily,,unresolved,index_other,True,False
S000103294,ProShares UltraPro Ether ETF,ProShares UltraPro Ether ETF,PROSHARES TRUST,0001174610,,,2026,2026,3.0,proshares ultrapro,daily,,unresolved,index_other,True,False
S000103295,ProShares UltraPro Bitcoin ETF,ProShares UltraPro Bitcoin ETF,PROSHARES TRUST,0001174610,,,2026,2026,3.0,proshares ultrapro,daily,,unresolved,index_other,True,False
S000103753,GraniteShares 3x Long Silver Miners Daily ETF,GraniteShares 3x Long Silver Miners Daily ETF,GraniteShares ETF Trust,0001689873,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000103763,GraniteShares 3x Long China Internet Daily ETF,GraniteShares 3x Long China Internet Daily ETF,GraniteShares ETF Trust,0001689873,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000103771,GraniteShares 3x Long Junior Gold Miners Daily ETF,GraniteShares 3x Long Junior Gold Miners Daily ETF,GraniteShares ETF Trust,0001689873,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000103772,GraniteShares 3x Long Junior Silver Miners Daily ETF,GraniteShares 3x Long Junior Silver Miners Daily ETF,GraniteShares ETF Trust,0001689873,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000103775,GraniteShares 3x Long Robotics Daily ETF,GraniteShares 3x Long Robotics Daily ETF,GraniteShares ETF Trust,0001689873,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000103776,GraniteShares 3x Long Semiconductor Daily ETF,GraniteShares 3x Long Semiconductor Daily ETF,GraniteShares ETF Trust,0001689873,,,2026,2026,3.0,number,daily,,unresolved,index_other,True,False
S000102003,VegaShares 4x Long QQQ Daily Target ETF,VegaShares 4x Long QQQ Daily Target ETF,VegaShares ETF Trust,0002068712,,,2026,2026,4.0,number,daily,,unresolved,index_other,True,False
S000102462,Roundhill 4X QQQQ ETF,Roundhill 4X QQQQ ETF,Roundhill ETF Trust,0001976517,,,2026,2026,4.0,number,daily,,unresolved,index_other,True,False
S000103350,GraniteShares 4x Long QQQ Daily ETF,GraniteShares 4x Long QQQ Daily ETF,GraniteShares ETF Trust,0001689873,,,2026,2026,4.0,number,daily,,unresolved,index_other,True,False
S000103486,GraniteShares 4x Long Quantum Computing Daily ETF,GraniteShares 4x Long Quantum Computing Daily ETF,GraniteShares ETF Trust,0001689873,,,2026,2026,4.0,number,daily,,unresolved,index_other,True,False
S000103487,GraniteShares 4x Long Robotics Daily ETF,GraniteShares 4x Long Robotics Daily ETF,GraniteShares ETF Trust,0001689873,,,2026,2026,4.0,number,daily,,unresolved,index_other,True,False
S000103488,GraniteShares 4x Long Semiconductor Daily ETF,GraniteShares 4x Long Semiconductor Daily ETF,GraniteShares ETF Trust,0001689873,,,2026,2026,4.0,number,daily,,unresolved,index_other,True,False
S000103489,GraniteShares 4x Long Silver Miners Daily ETF,GraniteShares 4x Long Silver Miners Daily ETF,GraniteShares ETF Trust,0001689873,,,2026,2026,4.0,number,daily,,unresolved,index_other,True,False
S000103490,GraniteShares 4x Long Uranium and Nuclear Daily ETF,GraniteShares 4x Long Uranium and Nuclear Daily ETF,GraniteShares ETF Trust,0001689873,,,2026,2026,4.0,number,daily,,unresolved,index_other,True,False
S000103506,GraniteShares 4x Long China Internet Daily ETF,GraniteShares 4x Long China Internet Daily ETF,GraniteShares ETF Trust,0001689873,,,2026,2026,4.0,number,daily,,unresolved,index_other,True,False
S000103508,GraniteShares 4x Long Cybersecurity Daily ETF,GraniteShares 4x Long Cybersecurity Daily ETF,GraniteShares ETF Trust,0001689873,,,2026,2026,4.0,number,daily,,unresolved,index_other,True,False
S000103509,GraniteShares 4x Long Gold Miners Daily ETF,GraniteShares 4x Long Gold Miners Daily ETF,GraniteShares ETF Trust,0001689873,,,2026,2026,4.0,number,daily,,unresolved,index_other,True,False
S000103511,GraniteShares 4x Long Junior Gold Miners Daily ETF,GraniteShares 4x Long Junior Gold Miners Daily ETF,GraniteShares ETF Trust,0001689873,,,2026,2026,4.0,number,daily,,unresolved,index_other,True,False
S000103512,GraniteShares 4x Long Junior Silver Miners Daily ETF,GraniteShares 4x Long Junior Silver Miners Daily ETF,GraniteShares ETF Trust,0001689873,,,2026,2026,4.0,number,daily,,unresolved,index_other,True,False
S000103836,Leverage Shares 4X Long Homebuilders Daily ETF,Leverage Shares 4X Long Homebuilders Daily ETF,Themes ETF Trust,0001976322,,,2026,2026,4.0,number,daily,,unresolved,index_other,True,False
S000103837,Leverage Shares 4X Long India Daily ETF,Leverage Shares 4X Long India Daily ETF,Themes ETF Trust,0001976322,,,2026,2026,4.0,number,daily,,unresolved,index_other,True,False
S000103838,Leverage Shares 4X Long Junior Gold Miners Daily ETF,Leverage Shares 4X Long Junior Gold Miners Daily ETF,Themes ETF Trust,0001976322,,,2026,2026,4.0,number,daily,,unresolved,index_other,True,False
S000103839,Leverage Shares 4X Long Magnificent 7 Daily ETF,Leverage Shares 4X Long Magnificent 7 Daily ETF,Themes ETF Trust,0001976322,,,2026,2026,4.0,number,daily,,unresolved,index_other,True,False
S000103840,Leverage Shares 4X Long Quantum Computing Daily ETF,Leverage Shares 4X Long Quantum Computing Daily ETF,Themes ETF Trust,0001976322,,,2026,2026,4.0,number,daily,,unresolved,index_other,True,False
S000103841,Leverage Shares 4X Long Regional Banks Daily ETF,Leverage Shares 4X Long Regional Banks Daily ETF,Themes ETF Trust,0001976322,,,2026,2026,4.0,number,daily,,unresolved,index_other,True,False
S000103842,Leverage Shares 4X Long Semiconductors Daily ETF,Leverage Shares 4X Long Semiconductors Daily ETF,Themes ETF Trust,0001976322,,,2026,2026,4.0,number,daily,,unresolved,index_other,True,False
S000103844,Leverage Shares 4X Long US Large Cap 500 Daily ETF,Leverage Shares 4X Long US Large Cap 500 Daily ETF,Themes ETF Trust,0001976322,,,2026,2026,4.0,number,daily,,unresolved,index_other,True,False
S000103845,Leverage Shares 4X Long US Small Cap 2000 Daily ETF,Leverage Shares 4X Long US Small Cap 2000 Daily ETF,Themes ETF Trust,0001976322,,,2026,2026,4.0,number,daily,,unresolved,index_other,True,False
S000103846,Leverage Shares 4X Long Aerospace & Defense Daily ETF,Leverage Shares 4X Long Aerospace & Defense Daily ETF,Themes ETF Trust,0001976322,,,2026,2026,4.0,number,daily,,unresolved,index_other,True,False
S000103847,Leverage Shares 4X Long Uranium Daily ETF,Leverage Shares 4X Long Uranium Daily ETF,Themes ETF Trust,0001976322,,,2026,2026,4.0,number,daily,,unresolved,index_other,True,False
S000103850,Leverage Shares 4X Long China Daily ETF,Leverage Shares 4X Long China Daily ETF,Themes ETF Trust,0001976322,,,2026,2026,4.0,number,daily,,unresolved,index_other,True,False
S000103851,Leverage Shares 4X Long China Technology Daily ETF,Leverage Shares 4X Long China Technology Daily ETF,Themes ETF Trust,0001976322,,,2026,2026,4.0,number,daily,,unresolved,index_other,True,False
S000103853,Leverage Shares 4X Long Emerging Markets Daily ETF,Leverage Shares 4X Long Emerging Markets Daily ETF,Themes ETF Trust,0001976322,,,2026,2026,4.0,number,daily,,unresolved,index_other,True,False
S000103854,Leverage Shares 4X Long Financials Daily ETF,Leverage Shares 4X Long Financials Daily ETF,Themes ETF Trust,0001976322,,,2026,2026,4.0,number,daily,,unresolved,index_other,True,False
S000103855,Leverage Shares 4X Long Gold Miners Daily ETF,Leverage Shares 4X Long Gold Miners Daily ETF,Themes ETF Trust,0001976322,,,2026,2026,4.0,number,daily,,unresolved,index_other,True,False
S000104184,Direxion Daily Bitcoin Bull 4X ETF,Direxion Daily Bitcoin Bull 4X ETF,Direxion Shares ETF Trust,0001424958,,,2026,2026,4.0,number,daily,,unresolved,index_other,True,False
S000104185,Direxion Daily Russell 2000 Bull 4X ETF,Direxion Daily Russell 2000 Bull 4X ETF,Direxion Shares ETF Trust,0001424958,,,2026,2026,4.0,number,daily,,unresolved,index_other,True,False
S000104187,Direxion Daily Semiconductors Bull 4X ETF,Direxion Daily Semiconductors Bull 4X ETF,Direxion Shares ETF Trust,0001424958,,,2026,2026,4.0,number,daily,,unresolved,index_other,True,False
S000104188,Direxion Daily Emerging Markets Bull 4X ETF,Direxion Daily Emerging Markets Bull 4X ETF,Direxion Shares ETF Trust,0001424958,,,2026,2026,4.0,number,daily,,unresolved,index_other,True,False
